input, target
Cc1c(C(=O)N2CCC[C@H](c3ncc(Cc4ccccc4)o3)C2)sc2ncn(C)c(=O)c12, 6-[(3S)-3-(5-benzyl-1,3-oxazol-2-yl)piperidine-1-carbonyl]-3,5-dimethylthieno[2,3-d]pyrimidin-4-one
Cc1cn(-c2ccc(C(F)(F)F)cc2)/c(=N/C(=O)N2CC3CN(C(=O)O)CC3C2)s1, 2-[(Z)-[5-methyl-3-[4-(trifluoromethyl)phenyl]-1,3-thiazol-2-ylidene]carbamoyl]-1,3,3a,4,6,6a-hexahydropyrrolo[3,4-c]pyrrole-5-carboxylic acid
O=C(Nc1ccc(Cl)cc1)OCC/[NH+]=C1\NC(=S)N(c2ccc(O)cc2)C12CCCCC2, (Z)-2-[(4-chlorophenyl)carbamoyloxy]ethyl-[1-(4-hydroxyphenyl)-2-sulfanylidene-1,3-diazaspiro[4.5]decan-4-ylidene]azanium
N=Cc1ccc(Oc2ccc(-c3nc(C(N)=O)cc(N4CCC[C@H]4C(N)=O)n3)cc2)cc1, 6-[(2S)-2-carbamoylpyrrolidin-1-yl]-2-[4-(4-methanimidoylphenoxy)phenyl]pyrimidine-4-carboxamide
O=C(CCCCC1CCSS1)OCCN(CCOC(=O)CCCCC1CCSS1)CCOC(=O)CCCCC1CCSS1, 2-[bis[2-[5-(dithiolan-3-yl)pentanoyloxy]ethyl]amino]ethyl 5-(dithiolan-3-yl)pentanoate
COc1ccc(NC(=O)N2CCCCN3C(CO)C(c4ccc(-c5cccc(F)c5)cc4)C3C2)cc1, 9-[4-(3-fluorophenyl)phenyl]-10-(hydroxymethyl)-N-(4-methoxyphenyl)-1,6-diazabicyclo[6.2.0]decane-6-carboxamide
Cc1cc(F)cc(C(CO)NC(=O)c2ccc(-c3nc(C4CCC(=O)NC4)cnc3N)cc2F)c1, 4-[3-amino-6-(6-oxopiperidin-3-yl)pyrazin-2-yl]-2-fluoro-N-[1-(3-fluoro-5-methylphenyl)-2-hydroxyethyl]benzamide
COc1cc(-c2nnc(COC(=O)CN(C)S(=O)(=O)c3ccc(F)cc3)o2)cc(OC)c1OC, [5-(3,4,5-trimethoxyphenyl)-1,3,4-oxadiazol-2-yl]methyl 2-[(4-fluorophenyl)sulfonyl-methylamino]acetate
Cc1cc(Br)ccc1NC(=O)CSc1ccc(N2C(=O)[C@@H]3CC=CC[C@H]3C2=O)cc1, 2-[4-[(3aR,7aR)-1,3-dioxo-3a,4,7,7a-tetrahydroisoindol-2-yl]phenyl]sulfanyl-N-(4-bromo-2-methylphenyl)acetamide
O=C1SC(=Cc2ccc(-c3ccccc3[N+](=O)[O-])o2)C(=O)N1Cc1ccc(Br)cc1, 3-[(4-bromophenyl)methyl]-5-[[5-(2-nitrophenyl)furan-2-yl]methylidene]-1,3-thiazolidine-2,4-dione
CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CCCCOCC(=O)OCCNC(=O)c1ccccc1O, 2-[(2-hydroxybenzoyl)amino]ethyl 2-[(5E,8E,11E,14E,17E)-icosa-5,8,11,14,17-pentaenoxy]acetate
O=C(O)OC1CN(Cc2ccc(-c3nc4ccc(C5(c6ccccn6)CC5)cc4s3)c(F)c2)C1, [1-[[3-fluoro-4-[6-(1-pyridin-2-ylcyclopropyl)-1,3-benzothiazol-2-yl]phenyl]methyl]azetidin-3-yl] hydrogen carbonate
CC(C)(C)c1ccc(C2c3c(oc4ccc(Br)cc4c3=O)C(=O)N2Cc2ccccc2Cl)cc1, 7-bromo-1-(4-tert-butylphenyl)-2-[(2-chlorophenyl)methyl]-1H-chromeno[2,3-c]pyrrole-3,9-dione
COc1cc(C(C)=O)ccc1OCC(=O)OCC(=O)N1C[C@]2(C)C[C@H]1CC(C)(C)C2, [2-oxo-2-[(1S,5R)-1,3,3-trimethyl-6-azabicyclo[3.2.1]octan-6-yl]ethyl] 2-(4-acetyl-2-methoxyphenoxy)acetate
COc1ccc(Cl)cc1NC(=O)CC1CSc2nc3c(cnn3-c3ccc(C)c(C)c3)c(=O)n21, N-(5-chloro-2-methoxyphenyl)-2-[6-(3,4-dimethylphenyl)-2-oxo-10-thia-1,5,6,8-tetrazatricyclo[7.3.0.03,7]dodeca-3(7),4,8-trien-12-yl]acetamide
O=C(c1ccccc1)c1cc(Cl)ccc1NC(=O)[C@@H]1CC(=O)N(c2ccc(F)cc2)C1, (3R)-N-(2-benzoyl-4-chlorophenyl)-1-(4-fluorophenyl)-5-oxopyrrolidine-3-carboxamide
O=C1N[C@@H](CC(=O)N2CCN(Cc3ccc4c(c3)OCO4)CC2)C(=O)Nc2ccccc21, (3S)-3-[2-[4-(1,3-benzodioxol-5-ylmethyl)piperazin-1-yl]-2-oxoethyl]-3,4-dihydro-1H-1,4-benzodiazepine-2,5-dione
O=C(NCCN1CCOCC1)c1coc(CN(Cc2cccc(F)c2)Cc2cccc(C(F)(F)F)c2)n1, 2-[[(3-fluorophenyl)methyl-[[3-(trifluoromethyl)phenyl]methyl]amino]methyl]-N-(2-morpholin-4-ylethyl)-1,3-oxazole-4-carboxamide
CC(=O)OCC1OC(OC(C)=O)C(NC(=O)C=Cc2ccccc2)C(OC(C)=O)C1OC(C)=O, [3,4,6-triacetyloxy-5-(3-phenylprop-2-enoylamino)oxan-2-yl]methyl acetate
CC1=C(c2ccc(C)c(C)c2)S(=O)(=O)N(CC(=O)NCc2ccc3c(c2)OCO3)C1=O, N-(1,3-benzodioxol-5-ylmethyl)-2-[5-(3,4-dimethylphenyl)-4-methyl-1,1,3-trioxo-1,2-thiazol-2-yl]acetamide
CCCN(CCC)C(=O)c1cccc(CSc2nc(Cl)cc(N3CCN(c4ccccc4Cl)CC3)n2)c1, 3-[[4-chloro-6-[4-(2-chlorophenyl)piperazin-1-yl]pyrimidin-2-yl]sulfanylmethyl]-N,N-dipropylbenzamide
COc1cccc(C23CCN(CCc4ccccc4)CC2(O)Cc2c([nH]c4cccc(F)c24)C3)c1, 10-fluoro-4a-(3-methoxyphenyl)-2-(2-phenylethyl)-1,3,4,5,6,11-hexahydropyrido[4,3-b]carbazol-11a-ol
Cc1ccc(C(=O)N/N=C2\CCCc3oc(C(=O)NNC(=O)c4ccccc4F)c(C)c32)cc1, N-[(E)-[2-[[(2-fluorobenzoyl)amino]carbamoyl]-3-methyl-6,7-dihydro-5H-1-benzofuran-4-ylidene]amino]-4-methylbenzamide
COc1cc(C=NNS(=O)(=O)c2ccc3ccccc3c2)ccc1OCc1cccc(C(=O)[O-])c1, 3-[[2-methoxy-4-[(naphthalen-2-ylsulfonylhydrazinylidene)methyl]phenoxy]methyl]benzoate
COc1ccc(C(=O)Oc2ccc(Br)cc2/C=N\NC(=O)C(=O)Nc2ccc(C)cc2)cc1OC, [4-bromo-2-[(Z)-[[2-(4-methylanilino)-2-oxoacetyl]hydrazinylidene]methyl]phenyl] 3,4-dimethoxybenzoate
CCCCOc1ccc([C@@H]2c3c(oc4ccccc4c3=O)C(=O)N2c2nnc(C)s2)cc1OCC, (1R)-1-(4-butoxy-3-ethoxyphenyl)-2-(5-methyl-1,3,4-thiadiazol-2-yl)-1H-chromeno[2,3-c]pyrrole-3,9-dione
COCCNC(=O)c1ccc2nn(CC3CCN(C(=O)c4ncc(-c5ccccc5)o4)CC3)cc2c1C, N-(2-methoxyethyl)-4-methyl-2-[[1-(5-phenyl-1,3-oxazole-2-carbonyl)piperidin-4-yl]methyl]indazole-5-carboxamide
N#CCC[C@]12CC[C@](CCO)(O1)c1c2c(O)n(-c2ccc(C#N)c3ccccc23)c1O, 4-[(4R,7R)-4-(2-cyanoethyl)-1,3-dihydroxy-7-(2-hydroxyethyl)-5,6-dihydro-4,7-epoxyisoindol-2-yl]naphthalene-1-carbonitrile
C=CCN1C(=O)C(=Cc2ccc(-c3ccc([N+](=O)[O-])cc3OC)o2)C(=O)NC1=S, 5-[[5-(2-methoxy-4-nitrophenyl)furan-2-yl]methylidene]-1-prop-2-enyl-2-sulfanylidene-1,3-diazinane-4,6-dione
CCCC=C1C=CC(C2CCN(CCC)CC2)=CN1C(=O)C=C(C)c1cc2c(C)nc(C)cn2n1, 1-[2-butylidene-5-(1-propylpiperidin-4-yl)pyridin-1-yl]-3-(4,6-dimethylpyrazolo[1,5-a]pyrazin-2-yl)but-2-en-1-one
COc1ccc(/C(O)=C2/C(=O)C(=O)N(c3ccc(C#N)cc3)C2c2cccc(O)c2)cc1, 4-[(3Z)-3-[hydroxy-(4-methoxyphenyl)methylidene]-2-(3-hydroxyphenyl)-4,5-dioxopyrrolidin-1-yl]benzonitrile
CCCCN1C(=S)N[C@@H](c2ccccn2)[C@H]1c1cc(C)n(-c2ccc(OC)cc2)c1C, (4R,5R)-1-butyl-5-[1-(4-methoxyphenyl)-2,5-dimethylpyrrol-3-yl]-4-pyridin-2-ylimidazolidine-2-thione
Cc1cc(/C=N\NC(=O)Cc2cccc3ccccc23)c(C)n1-c1ccc(C(=O)O)c(Cl)c1, 2-chloro-4-[2,5-dimethyl-3-[(Z)-[(2-naphthalen-1-ylacetyl)hydrazinylidene]methyl]pyrrol-1-yl]benzoic acid
Cc1cccc(C(=O)N[C@@H](C(=O)Nc2ccc(NC(=O)c3cnoc3C)cc2)C(C)C)c1, 5-methyl-N-[4-[[(2R)-3-methyl-2-[(3-methylbenzoyl)amino]butanoyl]amino]phenyl]-1,2-oxazole-4-carboxamide
C=CCN1CC(C)N(C(c2cccc(O)c2)c2cccc(C(=O)N(C)Cc3ccccc3)c2)CC1C, N-benzyl-3-[(2,5-dimethyl-4-prop-2-enylpiperazin-1-yl)-(3-hydroxyphenyl)methyl]-N-methylbenzamide
CCOc1cc(/C=C2\SC(=O)N(Cc3ccccc3Br)C2=O)cc(Br)c1OCc1ccc(F)cc1, (5Z)-5-[[3-bromo-5-ethoxy-4-[(4-fluorophenyl)methoxy]phenyl]methylidene]-3-[(2-bromophenyl)methyl]-1,3-thiazolidine-2,4-dione
CN(Cc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccc(O)c2)c1)C(=O)OC(C)(C)C, tert-butyl N-[[5-(2-fluorophenyl)-1-(3-hydroxyphenyl)sulfonylpyrrol-3-yl]methyl]-N-methylcarbamate
CCOC(=O)C(C)(C)CC(CC(c1ccccc1)n1cc(-c2ccc(C)cc2)nn1)c1ccccc1, ethyl 2,2-dimethyl-6-[4-(4-methylphenyl)triazol-1-yl]-4,6-diphenylhexanoate
O=C(O)C1CCN(Cc2ccc(-c3cc4ncnc(Nc5ccc6[nH]ccc6c5)c4s3)cc2)CC1, 1-[[4-[4-(1H-indol-5-ylamino)thieno[3,2-d]pyrimidin-6-yl]phenyl]methyl]piperidine-4-carboxylic acid
O=C(Nc1cc(-c2ccnc3[nH]ccc23)cc2[nH]ncc12)c1cccc(CN2CCCCC2)n1, 6-(piperidin-1-ylmethyl)-N-[6-(1H-pyrrolo[2,3-b]pyridin-4-yl)-1H-indazol-4-yl]pyridine-2-carboxamide
CCOC[C@@](C)(C=O)C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O, 4-[[(2R,4S)-4-(ethoxymethyl)-4-methyl-5-oxo-1-(4-phenylphenyl)pentan-2-yl]amino]-4-oxobutanoic acid
COc1cc([C@@H]2CC(=O)N3CN(c4cccc(Cl)c4C)CSC3=C2C#N)cc(OC)c1OC, (8S)-3-(3-chloro-2-methylphenyl)-6-oxo-8-(3,4,5-trimethoxyphenyl)-2,4,7,8-tetrahydropyrido[2,1-b][1,3,5]thiadiazine-9-carbonitrile
COC(=O)c1ccc([P+](C)(c2ccc(C(=O)OC)cc2)c2ccc(C(=O)OC)cc2)cc1, tris(4-methoxycarbonylphenyl)-methylphosphanium
CCOc1ccc(/C=C(\C#N)C(=O)Nc2scc(-c3ccc(CC)cc3)c2C(=O)OC)cc1OC, methyl 2-[[(E)-2-cyano-3-(4-ethoxy-3-methoxyphenyl)prop-2-enoyl]amino]-4-(4-ethylphenyl)thiophene-3-carboxylate
CCN(CC)S(=O)(=O)c1ccc(/C=C/C(=O)OC(C)C(=O)Nc2sccc2C(N)=O)cc1, [1-[(3-carbamoylthiophen-2-yl)amino]-1-oxopropan-2-yl] (E)-3-[4-(diethylsulfamoyl)phenyl]prop-2-enoate
