input, target
c1ccc([I+]c2ccc(-c3ccc([I+]c4ccccc4)s3)s2)cc1, phenyl-[5-(5-phenyliodoniothiophen-2-yl)thiophen-2-yl]iodanium
COc1ccc(CCC(=O)NCCn2nc(-c3ccccc3)n(C)c2=O)cc1, 3-(4-methoxyphenyl)-N-[2-(4-methyl-5-oxo-3-phenyl-1,2,4-triazol-1-yl)ethyl]propanamide
CCOC(=O)C1=C(N)OC2=C(C(=O)CCC2)C1c1ccc(Br)cc1, ethyl 2-amino-4-(4-bromophenyl)-5-oxo-4,6,7,8-tetrahydrochromene-3-carboxylate
CC1CN(C(=O)Nc2ncc(-c3ccccc3)s2)CC[S+]([O-])C1, 6-methyl-1-oxo-N-(5-phenyl-1,3-thiazol-2-yl)-1,4-thiazepane-4-carboxamide
O=C(Nc1ccc(Oc2ccccc2)cc1)c1cnc(NCc2ccccc2)cn1, 5-(benzylamino)-N-(4-phenoxyphenyl)pyrazine-2-carboxamide
O=C(CC[C@@H]1CCCO1)N[C@H]1CCN(c2cccc(Cl)c2)C1, N-[(3S)-1-(3-chlorophenyl)pyrrolidin-3-yl]-3-[(2S)-oxolan-2-yl]propanamide
CCOc1cccc2cc(C(=O)NC(C)(C)CC(C)(C)C)c(=N)oc12, 8-ethoxy-2-imino-N-(2,4,4-trimethylpentan-2-yl)chromene-3-carboxamide
Fc1c(-c2cnc([As])nc2)ccc(C2CCCCC2)c1Oc1ncccn1, [5-(4-cyclohexyl-2-fluoro-3-pyrimidin-2-yloxyphenyl)pyrimidin-2-yl]arsenic
CC(C)Oc1ccc(Nc2cncc(C(=O)N3CCc4ccccc43)c2)cc1, 2,3-dihydroindol-1-yl-[5-(4-propan-2-yloxyanilino)pyridin-3-yl]methanone
CN(C)S(=O)(=O)c1cccc(C(=O)OCCOc2ccc(Br)cc2)c1, 2-(4-bromophenoxy)ethyl 3-(dimethylsulfamoyl)benzoate
O=C1CC2(CCN(CC[C@@H]3CCOC3)CC2)CN1CCCc1ccccc1, 8-[2-[(3R)-oxolan-3-yl]ethyl]-2-(3-phenylpropyl)-2,8-diazaspiro[4.5]decan-3-one
