input, target
Cc1ccc(NC(=O)NC2CCC(O)CC2)cc1C(=O)O, 5-[(4-hydroxycyclohexyl)carbamoylamino]-2-methylbenzoic acid
CCCOC(=O)c1ccc(NC(=O)C2(C)CCCO2)cc1, propyl 4-[(2-methyloxolane-2-carbonyl)amino]benzoate
COc1ccccc1CCCNC(=O)COc1ccc(Cl)cc1Cl, 2-(2,4-dichlorophenoxy)-N-[3-(2-methoxyphenyl)propyl]acetamide
CCc1ccc(CC)c(CNC(=O)c2ccc(Cl)cc2)c1, 4-chloro-N-[(2,5-diethylphenyl)methyl]benzamide
O=C(Nc1cnccc1-c1ccccc1)c1ccnc(Cl)n1, 2-chloro-N-(4-phenylpyridin-3-yl)pyrimidine-4-carboxamide
CCC(CC)(CN)NC(=O)Cc1ccc(OCC(C)C)cc1, N-[3-(aminomethyl)pentan-3-yl]-2-[4-(2-methylpropoxy)phenyl]acetamide
CCCN1CCc2nc3ccc(Br)cc3c(C(=O)O)c2C1, 8-bromo-2-propyl-3,4-dihydro-1H-benzo[b][1,6]naphthyridine-10-carboxylic acid
CCNC1CCC([S+]([O-])CCS(C)(=O)=O)C1C, N-ethyl-2-methyl-3-(2-methylsulfonylethylsulfinyl)cyclopentan-1-amine
CC(C)(N)Cc1ccc2nc(C3CCCCC3)[nH]c2c1, 1-(2-cyclohexyl-3H-benzimidazol-5-yl)-2-methylpropan-2-amine
CC(C)C1CC(C)C2(C(=O)NC(=S)NC2=O)C1C, 1,4-dimethyl-3-propan-2-yl-8-sulfanylidene-7,9-diazaspiro[4.5]decane-6,10-dione
C=CCNC(=O)CSc1cc(C)c2cc(C)cc(C)c2n1, N-prop-2-enyl-2-(4,6,8-trimethylquinolin-2-yl)sulfanylacetamide
COc1ccc(N2CCC(N3CCCCC3=O)CC2)c(N)c1, 1-[1-(2-amino-4-methoxyphenyl)piperidin-4-yl]piperidin-2-one
Cc1cccc(NC(=O)Nc2ccccc2Oc2ccccc2)c1, 1-(3-methylphenyl)-3-(2-phenoxyphenyl)urea
CCN(C(=O)Cc1cccc(Cl)c1)C(C)c1ccccc1, 2-(3-chlorophenyl)-N-ethyl-N-(1-phenylethyl)acetamide
COC(=O)C(=O)C1CCc2c(OC)ccc(C)c2C1=O, methyl 2-(5-methoxy-8-methyl-1-oxo-3,4-dihydro-2H-naphthalen-2-yl)-2-oxoacetate
CC(N)(C(=O)N1CCCCc2ccccc21)C(F)(F)F, 2-amino-3,3,3-trifluoro-2-methyl-1-(2,3,4,5-tetrahydro-1-benzazepin-1-yl)propan-1-one
Nc1ccc(F)c(C(=O)NCC(C2CC2)C2CC2)c1F, 3-amino-N-(2,2-dicyclopropylethyl)-2,6-difluorobenzamide
CCCn1cc(S(=O)(=O)NC(C)C2CCOC2)cc1CN, 5-(aminomethyl)-N-[1-(oxolan-3-yl)ethyl]-1-propylpyrrole-3-sulfonamide
C#CCSc1nncn1NC(=O)Nc1ccc(Cl)c(Cl)c1, 1-(3,4-dichlorophenyl)-3-(3-prop-2-ynylsulfanyl-1,2,4-triazol-4-yl)urea
O=S1(=O)C(COc2cccc(O)c2)=Cc2ccccc21, 3-[(1,1-dioxo-1-benzothiophen-2-yl)methoxy]phenol
Cc1c(C(=O)NC2CCC(C)(C)C2)oc2ccccc12, N-(3,3-dimethylcyclopentyl)-3-methyl-1-benzofuran-2-carboxamide
COC1=C(CC=C(C)C)C(=O)C(CC=C(C)C)CC1, 3-methoxy-2,6-bis(3-methylbut-2-enyl)cyclohex-2-en-1-one
CC(NC(=O)Oc1cccc(CCON(O)O)c1)C(=O)O, 2-[[3-[2-(dihydroxyamino)oxyethyl]phenoxy]carbonylamino]propanoic acid
CCCC(C)(C)NC(=O)N(CCC(=O)O)c1ccccc1, 3-[N-(2-methylpentan-2-ylcarbamoyl)anilino]propanoic acid
Cc1ccc(C)c(NC(=O)C(C)n2cc(Br)cn2)c1, 2-(4-bromopyrazol-1-yl)-N-(2,5-dimethylphenyl)propanamide
Cc1nc(NC(=O)c2ccc(-n3ccnc3)nn2)sc1C, N-(4,5-dimethyl-1,3-thiazol-2-yl)-6-imidazol-1-ylpyridazine-3-carboxamide
COCCNC(=O)CCNC(=O)C(Cl)c1ccc(OC)cc1, 3-[[2-chloro-2-(4-methoxyphenyl)acetyl]amino]-N-(2-methoxyethyl)propanamide
CC(=O)CC(C)(C)NC(=S)Nc1cccc2ccccc12, 1-(2-methyl-4-oxopentan-2-yl)-3-naphthalen-1-ylthiourea
C/C(=C/B1OC(C)(C)C(C)(C)O1)c1cnccn1, 2-[(Z)-1-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)prop-1-en-2-yl]pyrazine
