input, target
CC(C)OC1CN(S)C1, 3-propan-2-yloxy-1-sulfanylazetidine
CC(=O)OCC1=CCC1, cyclobuten-1-ylmethyl acetate
C=C(COCC)C(O)CC, 2-(ethoxymethyl)pent-1-en-3-ol
CCc1cccc(S)c1CC, 2,3-diethylbenzenethiol
C#CCNCC1=CCCOC1, N-(3,6-dihydro-2H-pyran-5-ylmethyl)prop-2-yn-1-amine
CNCC#CCC1CCCCO1, N-methyl-4-(oxan-2-yl)but-2-yn-1-amine
CCC(F)Cc1ccccc1, 2-fluorobutylbenzene
CCCCCCC(C)CCCCO, 5-methylundecan-1-ol
C=CN(CC)C(=O)CS, N-ethenyl-N-ethyl-2-sulfanylacetamide
CNc1cccc(O)c1CN, 2-(aminomethyl)-3-(methylamino)phenol
CSc1ccccc1C(C)C, 1-methylsulfanyl-2-propan-2-ylbenzene
COC(OC)C1CC1C=O, 2-(dimethoxymethyl)cyclopropane-1-carbaldehyde
O=C(O)C1CCNCC1S, 3-sulfanylpiperidine-4-carboxylic acid
COCC(O)C1CSCCS1, 1-(1,4-dithian-2-yl)-2-methoxyethanol
CPc1cc2ccccc2s1, 1-benzothiophen-2-yl(methyl)phosphane
CC(=S)CN1CCNCC1, 1-piperazin-1-ylpropane-2-thione
Ic1cccc2c1OCCC2, 8-iodo-3,4-dihydro-2H-chromene
O=C=NC=C=CN=C=O, 1,3-diisocyanatopropa-1,2-diene
C#CCCNCC(C)(C)C, N-but-3-ynyl-2,2-dimethylpropan-1-amine
CCOCCN(CC)CCCCN, N'-(2-ethoxyethyl)-N'-ethylbutane-1,4-diamine
C=C(C)[Te][Mg+], prop-1-en-2-yltellanylmagnesium(1+)
OC[C@H]1C=CCCO1, [(6R)-3,6-dihydro-2H-pyran-6-yl]methanol
COC(C)CCOC(N)=O, 3-methoxybutyl carbamate
CCSCC(=O)NC(C)N, N-(1-aminoethyl)-2-ethylsulfanylacetamide
N#Cc1cc(N=O)cs1, 4-nitrosothiophene-2-carbonitrile
NCCCCCCCc1cccs1, 7-thiophen-2-ylheptan-1-amine
CCC1(C)CN1C(C)C, 2-ethyl-2-methyl-1-propan-2-ylaziridine
CC=C[N+](=CC)CC, ethyl-ethylidene-prop-1-enylazanium
C=CCC/C=C/CCC=O, (4E)-nona-4,8-dienal
CC1=NC(=O)NC1=O, 5-methylimidazole-2,4-dione
CC1(CNC#N)CCOC1, (3-methyloxolan-3-yl)methylcyanamide
CC1(C)CCCCC1CCN, 2-(2,2-dimethylcyclohexyl)ethanamine
OCCNN=C1CCCCCC1, 2-(2-cycloheptylidenehydrazinyl)ethanol
Brc1nnc2ccccn12, 3-bromo-[1,2,4]triazolo[4,3-a]pyridine
CCn1cc(N)nc1CNC, 1-ethyl-2-(methylaminomethyl)imidazol-4-amine
CN=C(Cl)CC(C)=O, N-methyl-3-oxobutanimidoyl chloride
C=CCCC(O)CC(C)C, 2-methyloct-7-en-4-ol
CCCC1(CC)NCCCS1, 2-ethyl-2-propyl-1,3-thiazinane
C#CC1CCOC(=S)O1, 4-ethynyl-1,3-dioxane-2-thione
CNc1cncc(C=O)n1, 6-(methylamino)pyrazine-2-carbaldehyde
C=Cc1cnc(N)cc1F, 5-ethenyl-4-fluoropyridin-2-amine
CCCOP(N)(=O)C#N, [amino(propoxy)phosphoryl]formonitrile
CCc1cnc(CO)cc1C, (5-ethyl-4-methylpyridin-2-yl)methanol
O=C1CC(CCCl)CN1, 4-(2-chloroethyl)pyrrolidin-2-one
CC/C=C/c1ncccn1, 2-[(E)-but-1-enyl]pyrimidine
CC(C)c1ncn[nH]1, 5-propan-2-yl-1H-1,2,4-triazole
C=CCC(C)COC[Si], 2-methylpent-4-enoxymethylsilicon
C=CC(C=C)CCCCCC, 3-ethenylnon-1-ene
C=NCC1CCC(C)CC1, N-[(4-methylcyclohexyl)methyl]methanimine
C/C=C\C1(Cl)CC1, 1-chloro-1-[(Z)-prop-1-enyl]cyclopropane
C#CC(C)NC1CCNC1, N-but-3-yn-2-ylpyrrolidin-3-amine
CNC(=S)c1ccccn1, N-methylpyridine-2-carbothioamide
C#CCONc1nccn1CC, 1-ethyl-N-prop-2-ynoxyimidazol-2-amine
CC1CC(C)(NCS)C1, [(1,3-dimethylcyclobutyl)amino]methanethiol
C#CCc1ccc(I)cc1, 1-iodo-4-prop-2-ynylbenzene
Cc1ccoc1C1OCCO1, 2-(3-methylfuran-2-yl)-1,3-dioxolane
CN1CCC[C@@H]1CI, (2R)-2-(iodomethyl)-1-methylpyrrolidine
NOc1nc2ccccc2s1, O-(1,3-benzothiazol-2-yl)hydroxylamine
COC1(C)CCN(N)C1, 3-methoxy-3-methylpyrrolidin-1-amine
COc1cc(I)ncc1Cl, 5-chloro-2-iodo-4-methoxypyridine
SCc1nc2ccccn2n1, [1,2,4]triazolo[1,5-a]pyridin-2-ylmethanethiol
CCN1N(CC)C1(C)C, 1,2-diethyl-3,3-dimethyldiaziridine
CC(C)(CCCN)OCCN, 4-(2-aminoethoxy)-4-methylpentan-1-amine
CCOCOCCCO[SiH3], 3-(ethoxymethoxy)propoxysilane
Cn1cc(C2CC2)nn1, 4-cyclopropyl-1-methyltriazole
CCC(=CCN)C1CCC1, 3-cyclobutylpent-2-en-1-amine
Cc1ccnn1CCCCC#N, 5-(5-methylpyrazol-1-yl)pentanenitrile
CSCCN=C(NC#N)SC, methyl N-cyano-N'-(2-methylsulfanylethyl)carbamimidothioate
CSCCN1CCC(N)CC1, 1-(2-methylsulfanylethyl)piperidin-4-amine
CN=C1OC(CO)CN1C, (3-methyl-2-methylimino-1,3-oxazolidin-5-yl)methanol
CCO/C=C(\C)CC=O, (E)-4-ethoxy-3-methylbut-3-enal
C=CC(=O)SC(C)CC, S-butan-2-yl prop-2-enethioate
CC(I)=CC(C)=CCO, 5-iodo-3-methylhexa-2,4-dien-1-ol
Nc1cccc2c1ccn2S, 1-sulfanylindol-4-amine
Nc1ncc2ccscc1-2, thiopyrano[3,4-c]pyrrol-3-amine
N#C[C@H]1CSCCO1, (2S)-1,4-oxathiane-2-carbonitrile
C=CC(CC)c1ccco1, 2-pent-1-en-3-ylfuran
CCCC1(CN)CCCCN1, (2-propylpiperidin-2-yl)methanamine
NCOCc1ccc(O)cc1, 4-(aminomethoxymethyl)phenol
CN=NN=NN(N)N=NN, [[[amino-(aminodiazenyl)amino]diazenyl]diazenyl]methane
COSCc1ccc(I)cc1, 1-iodo-4-(methoxysulfanylmethyl)benzene
CCC(C)COC(=O)CO, 2-methylbutyl 2-hydroxyacetate
CN(C)C(=S)N[S-], 1,1-dimethyl-3-sulfidothiourea
Fc1cccc2c1SCCC2, 8-fluoro-3,4-dihydro-2H-thiochromene
CCCCCC(I)C(C)=O, 3-iodooctan-2-one
CCCCN1CC(=CS)C1, (1-butylazetidin-3-ylidene)methanethiol
OCC(CS)C1CCNCC1, 2-piperidin-4-yl-3-sulfanylpropan-1-ol
COc1cnc(F)cc1OC, 2-fluoro-4,5-dimethoxypyridine
COCCSC(=O)C(C)C, S-(2-methoxyethyl) 2-methylpropanethioate
CC1(CCl)CC=CCC1, 4-(chloromethyl)-4-methylcyclohexene
CC1=NC(C)(C)ON1, 3,5,5-trimethyl-2H-1,2,4-oxadiazole
C[C@@H]1CCCCOC1, (3R)-3-methyloxepane
C/C=C\c1cnccc1C, 4-methyl-3-[(Z)-prop-1-enyl]pyridine
C/C=C/CC(N)CCCC, (E)-non-2-en-5-amine
[PH3+]Cc1cccnc1, pyridin-3-ylmethylphosphanium
CCS/C=C(/Br)C#N, (E)-2-bromo-3-ethylsulfanylprop-2-enenitrile
