input, target
CC(C)c1nc2c(n1CCc1ccccc1)CCNC2, 1-(2-phenylethyl)-2-propan-2-yl-4,5,6,7-tetrahydroimidazo[4,5-c]pyridine
Cc1cc(Nc2ccccc2)[nH]c(=O)c1C#N, 6-anilino-4-methyl-2-oxo-1H-pyridine-3-carbonitrile
CCOc1cc(OC)c(Br)cc1C1(N)CCCCC1, 1-(5-bromo-2-ethoxy-4-methoxyphenyl)cyclohexan-1-amine
COCCN(CCC#N)Cc1cc(C(=O)NN)oc1C, 4-[[2-cyanoethyl(2-methoxyethyl)amino]methyl]-5-methylfuran-2-carbohydrazide
CC(C)n1cc(OCC(=O)N2CCCCCC2)cn1, 1-(azepan-1-yl)-2-(1-propan-2-ylpyrazol-4-yl)oxyethanone
CCN(CC)Cc1csc(COc2ccc(C)cc2)n1, N-ethyl-N-[[2-[(4-methylphenoxy)methyl]-1,3-thiazol-4-yl]methyl]ethanamine
Cc1ccc(-c2onc(OCCN)c2C(C)C)cc1, 2-[[5-(4-methylphenyl)-4-propan-2-yl-1,2-oxazol-3-yl]oxy]ethanamine
CC(C)Cc1cccc(/C=C(/N)C(=O)O)c1, (E)-2-amino-3-[3-(2-methylpropyl)phenyl]prop-2-enoic acid
CN(Cc1ccc(Cl)cc1)C(=O)Nc1nccs1, 1-[(4-chlorophenyl)methyl]-1-methyl-3-(1,3-thiazol-2-yl)urea
C=CCSCCNc1cc(C)c(N)c(C(=O)O)c1, 2-amino-3-methyl-5-(2-prop-2-enylsulfanylethylamino)benzoic acid
Cc1cccc(N(C)[C@H](C)C(=O)O)c1C, (2R)-2-(N,2,3-trimethylanilino)propanoic acid
Clc1ccccc1-c1csc(NC2=NCCCC2)n1, 4-(2-chlorophenyl)-N-(2,3,4,5-tetrahydropyridin-6-yl)-1,3-thiazol-2-amine
CC(C)N(CC1CC1)C(CN)c1cccc(I)c1, N-(cyclopropylmethyl)-1-(3-iodophenyl)-N-propan-2-ylethane-1,2-diamine
CCC1CCCN1c1ccc(CNC(C)C)c(Cl)c1, N-[[2-chloro-4-(2-ethylpyrrolidin-1-yl)phenyl]methyl]propan-2-amine
CCC(C)NC(=O)c1sc2cc(C)ccc2c1Cl, N-butan-2-yl-3-chloro-6-methyl-1-benzothiophene-2-carboxamide
CCCNC(Cn1ccn(C)c(=O)c1=O)C1CC1, 1-[2-cyclopropyl-2-(propylamino)ethyl]-4-methylpyrazine-2,3-dione
CCC1(CC)NC(=O)CN(CC=C(C)C)C1=O, 3,3-diethyl-1-(3-methylbut-2-enyl)piperazine-2,5-dione
NCc1ncccc1CS(=O)(=O)c1ccccc1Cl, [3-[(2-chlorophenyl)sulfonylmethyl]pyridin-2-yl]methanamine
COCC(CCCN)N[C@@H](CO)Cc1ccccc1, (2R)-2-[(5-amino-1-methoxypentan-2-yl)amino]-3-phenylpropan-1-ol
COc1cc(OC)cc(C(=O)c2cscc2Br)c1, (4-bromothiophen-3-yl)-(3,5-dimethoxyphenyl)methanone
COCCC(=O)Nc1nc2c(OC)cc(N)cc2s1, N-(6-amino-4-methoxy-1,3-benzothiazol-2-yl)-3-methoxypropanamide
CCC(CC)C(=O)N(C)Cc1n[nH]c(C)n1, 2-ethyl-N-methyl-N-[(5-methyl-1H-1,2,4-triazol-3-yl)methyl]butanamide
COC(=O)c1ccccc1CNC1CCCc2occc21, methyl 2-[(4,5,6,7-tetrahydro-1-benzofuran-4-ylamino)methyl]benzoate
CC(C)N(C)CCNC1CCOc2ccc(Br)cc21, N-(6-bromo-3,4-dihydro-2H-chromen-4-yl)-N'-methyl-N'-propan-2-ylethane-1,2-diamine
CC[C@H](C)OCC(=O)Nc1ccc(O)cc1F, 2-[(2S)-butan-2-yl]oxy-N-(2-fluoro-4-hydroxyphenyl)acetamide
C#CCn1c(C)nc(-c2ccc(F)cc2C)c1N, 5-(4-fluoro-2-methylphenyl)-2-methyl-3-prop-2-ynylimidazol-4-amine
CCOC(=O)CCCn1c(=S)sc2c(N)snc21, ethyl 4-(3-amino-5-sulfanylidene-[1,2]thiazolo[3,4-d][1,3]thiazol-6-yl)butanoate
CCCC1CCC(C2CCC(C=C(F)F)CC2)CC1, 1-(2,2-difluoroethenyl)-4-(4-propylcyclohexyl)cyclohexane
S=c1[nH]c2ccc(Cl)cc2n1CCC1CCC1, 5-chloro-3-(2-cyclobutylethyl)-1H-benzimidazole-2-thione
O=C(O)C(C(=O)CO)c1cc(O)cc(O)c1, 2-(3,5-dihydroxyphenyl)-4-hydroxy-3-oxobutanoic acid
CNCc1ccc2ccn(Cc3cccc(C)c3)c2c1, N-methyl-1-[1-[(3-methylphenyl)methyl]indol-6-yl]methanamine
CC(C)c1ccccc1NCc1sc2ccccc2c1Cl, N-[(3-chloro-1-benzothiophen-2-yl)methyl]-2-propan-2-ylaniline
CCCCN(C(=O)CCl)C1CCS(=O)(=O)C1, N-butyl-2-chloro-N-(1,1-dioxothiolan-3-yl)acetamide
Cc1cc(CO)cnc1Sc1nnnn1-c1ccccc1, [5-methyl-6-(1-phenyltetrazol-5-yl)sulfanylpyridin-3-yl]methanol
COc1ccccc1/C=C\C=N\n1c(C)nnc1C, (E,Z)-N-(3,5-dimethyl-1,2,4-triazol-4-yl)-3-(2-methoxyphenyl)prop-2-en-1-imine
Cc1cc(C)cc(/C=C/c2ccc(O)cc2)c1, 4-[(E)-2-(3,5-dimethylphenyl)ethenyl]phenol
COc1cccc(COCc2ccc(C(=O)O)s2)c1, 5-[(3-methoxyphenyl)methoxymethyl]thiophene-2-carboxylic acid
Cc1nn(C)c2cccc(-c3cc(N)on3)c12, 3-(1,3-dimethylindazol-4-yl)-1,2-oxazol-5-amine
Cc1c(NC(=O)NC2CC2C)cccc1C(=O)O, 2-methyl-3-[(2-methylcyclopropyl)carbamoylamino]benzoic acid
Fc1cccc(CNc2nc3ccc(Br)cn3n2)c1, 6-bromo-N-[(3-fluorophenyl)methyl]-[1,2,4]triazolo[1,5-a]pyridin-2-amine
