input, target
O=C(NCc1ccc(Cl)cc1Cl)[C@H](Cc1ccccc1)N(Cc1ccc(F)cc1)C(=O)COc1ccc(S(=O)(=O)Nc2ccc(F)cc2)cc1, (2S)-N-[(2,4-dichlorophenyl)methyl]-2-[(4-fluorophenyl)methyl-[2-[4-[(4-fluorophenyl)sulfamoyl]phenoxy]acetyl]amino]-3-phenylpropanamide
CC1CCCC(C(C)C)(N(C(=O)c2ccccc2)C23CC4CC(C2)CC(N(C(=O)c2ccccc2)C2(C(C)C)CCCC(C)C2)(C4)C3)C1, N-[3-[benzoyl-(3-methyl-1-propan-2-ylcyclohexyl)amino]-1-adamantyl]-N-(3-methyl-1-propan-2-ylcyclohexyl)benzamide
C=CCOc1ccc(-c2nn(-c3ccccc3)cc2/C=c2\sc3n(c2=O)[C@@H](c2ccc(OC)cc2)C(C(=O)OCC)=C(C)N=3)cc1C, ethyl (2Z,5S)-5-(4-methoxyphenyl)-7-methyl-2-[[3-(3-methyl-4-prop-2-enoxyphenyl)-1-phenylpyrazol-4-yl]methylidene]-3-oxo-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxylate
Cc1ccc(S(=O)(=O)N(CC(=O)N(Cc2ccc(Cl)c(Cl)c2)[C@H](Cc2ccccc2)C(=O)NCC(C)C)c2ccc(Cl)cc2C)cc1, (2R)-2-[[2-(4-chloro-2-methyl-N-(4-methylphenyl)sulfonylanilino)acetyl]-[(3,4-dichlorophenyl)methyl]amino]-N-(2-methylpropyl)-3-phenylpropanamide
CN1CCN(c2nc(-c3ccc(C(=O)N[C@H](C(=O)N4C[C@@H](O)[C@@H]5OCC(=O)[C@H]54)C(C)(C)C)cc3)cs2)CC1, N-[(2S)-1-[(3aS,6R,6aR)-6-hydroxy-3-oxo-3a,5,6,6a-tetrahydrofuro[3,2-b]pyrrol-4-yl]-3,3-dimethyl-1-oxobutan-2-yl]-4-[2-(4-methylpiperazin-1-yl)-1,3-thiazol-4-yl]benzamide
COc1ccc(S(=O)(=O)N(CC(=O)N(Cc2ccc(Cl)c(Cl)c2)[C@H](Cc2ccccc2)C(=O)NC(C)C)c2ccc(C)cc2)cc1Br, (2R)-2-[[2-(N-(3-bromo-4-methoxyphenyl)sulfonyl-4-methylanilino)acetyl]-[(3,4-dichlorophenyl)methyl]amino]-3-phenyl-N-propan-2-ylpropanamide
C=CC(=O)OCCCCOC(=O)c1ccc(OC(=O)/C=C/c2ccc(-c3ccc(-c4ccc(OC(=O)OCCCC)cc4)c(Cl)c3C=N)cc2)cc1, 4-prop-2-enoyloxybutyl 4-[(E)-3-[4-[4-(4-butoxycarbonyloxyphenyl)-3-chloro-2-methanimidoylphenyl]phenyl]prop-2-enoyl]oxybenzoate
CC(C)C(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)C[C@H](O)[C@]4(C)[C@H]3CC[C@@]21C, (6R)-6-[(1S,3R,8S,9S,10R,13R,14S,17R)-1,3-dihydroxy-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]-2-methylheptan-3-one
COC(=O)NC(C(=O)N1CCCC1C1N=C(c2ccc(-c3sc(B4OC(C)(C)C(C)(C)O4)c4c3C3(CCCC3)CC4)cc2)CN1)C(C)C, methyl N-[3-methyl-1-oxo-1-[2-[4-[4-[1-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)spiro[5,6-dihydrocyclopenta[c]thiophene-4,1'-cyclopentane]-3-yl]phenyl]-2,5-dihydro-1H-imidazol-2-yl]pyrrolidin-1-yl]butan-2-yl]carbamate
CC(C)(C)OC(=O)Oc1ccc(C(CN(CCCCCCOCCc2ccc(N)cc2)C(=O)O)O[Si](C)(C)C(C)(C)C)c2ccc(=O)[nH]c12, 6-[2-(4-aminophenyl)ethoxy]hexyl-[2-[tert-butyl(dimethyl)silyl]oxy-2-[8-[(2-methylpropan-2-yl)oxycarbonyloxy]-2-oxo-1H-quinolin-5-yl]ethyl]carbamic acid
CCC(=O)/C(=N/Nc1ccc([N+](=O)[O-])cc1)[P@](=O)(N=c1sn(-c2ccc([N+](=O)[O-])cc2)nc1C(=O)CC)OC, (1Z)-1-[methoxy-[[2-(4-nitrophenyl)-4-propanoylthiadiazol-5-ylidene]amino]phosphoryl]-1-[(4-nitrophenyl)hydrazinylidene]butan-2-one
CCCCN(C)CCN1C(=O)[C@@H]2[C@@H](C(=O)Nc3cccc(Cl)c3)[C@@H]3C=C[C@@]2(O3)[C@H]1C(=O)NC1CCCCC1, (1S,2S,5R,6R,7S)-3-[2-[butyl(methyl)amino]ethyl]-6-N-(3-chlorophenyl)-2-N-cyclohexyl-4-oxo-10-oxa-3-azatricyclo[5.2.1.01,5]dec-8-ene-2,6-dicarboxamide
CCOC(=O)C1=C(N)n2c(s/c(=C\c3cccc([N+](=O)[O-])c3)c2=O)=C(C#N)[C@@H]1c1cccc([N+](=O)[O-])c1, ethyl (2Z,7R)-5-amino-8-cyano-7-(3-nitrophenyl)-2-[(3-nitrophenyl)methylidene]-3-oxo-7H-[1,3]thiazolo[3,2-a]pyridine-6-carboxylate
O=C(O)CN1C(=O)C2C3CC(C2C1=O)C1C3Sc2[nH]c(=O)sc2[C@@H]1c1cc(Br)ccc1OCC(=O)Nc1ccccc1C(F)(F)F, 2-[(9S)-9-[5-bromo-2-[2-oxo-2-[2-(trifluoromethyl)anilino]ethoxy]phenyl]-6,13,15-trioxo-3,7-dithia-5,14-diazapentacyclo[9.5.1.02,10.04,8.012,16]heptadec-4(8)-en-14-yl]acetic acid
c1cc(-c2ccc3c4ccccc4c4ccccc4c3c2)cc(-c2ccc3c(c2)c2ccc4sc5cccc6c7ccccc7c7ccccc7n3c2c4c56)c1, 24-(3-triphenylen-2-ylphenyl)-32-thia-20-azaoctacyclo[18.10.1.13,30.02,7.08,13.014,19.021,26.027,31]dotriaconta-1(30),2(7),3,5,8,10,12,14,16,18,21(26),22,24,27(31),28-pentadecaene
CC[C@@H](C)NC(=O)[C@H](Cc1ccccc1)N(Cc1ccc(C)cc1)C(=O)CN(c1ccc(OC)c(Cl)c1)S(=O)(=O)c1ccccc1, (2S)-2-[[2-[N-(benzenesulfonyl)-3-chloro-4-methoxyanilino]acetyl]-[(4-methylphenyl)methyl]amino]-N-[(2R)-butan-2-yl]-3-phenylpropanamide
