input, target
N=C(N)c1cccc(C(=O)N[C@H](C(=O)NC2CCC(CN)CC2)c2ccccc2)c1, N-[(1S)-2-[[4-(aminomethyl)cyclohexyl]amino]-2-oxo-1-phenylethyl]-3-carbamimidoylbenzamide
O=S(=O)(NNC1=NC=N[C@@H]2SC=C[C@@H]12)c1cc(Cl)c(Cl)cc1Cl, N'-[(4aS,7aR)-4a,7a-dihydrothieno[2,3-d]pyrimidin-4-yl]-2,4,5-trichlorobenzenesulfonohydrazide
Cc1ccc(CC(=O)N/N=C/c2cc(C)n(-c3ccc(C)c(Br)c3)c2C)c(C)c1, N-[(E)-[1-(3-bromo-4-methylphenyl)-2,5-dimethylpyrrol-3-yl]methylideneamino]-2-(2,4-dimethylphenyl)acetamide
O=C(/C=C/c1ccccc1)C1=C(O)C(=O)N(Cc2ccccc2)C1c1ccc(O)cc1, 1-benzyl-4-hydroxy-2-(4-hydroxyphenyl)-3-[(E)-3-phenylprop-2-enoyl]-2H-pyrrol-5-one
Cc1ncc(-c2ccc(C)c(S(=O)(=O)N3CCO[C@H](C(F)(F)F)C3)c2)o1, (2S)-4-[2-methyl-5-(2-methyl-1,3-oxazol-5-yl)phenyl]sulfonyl-2-(trifluoromethyl)morpholine
COCCN1C(=O)CC(CC(=O)N2CCN(Cc3ccccc3)CC2)(c2ccccc2C)C1=O, 3-[2-(4-benzylpiperazin-1-yl)-2-oxoethyl]-1-(2-methoxyethyl)-3-(2-methylphenyl)pyrrolidine-2,5-dione
CCCc1cc(C(=O)N2CCC[C@@H](C3=NS(=O)(=O)c4ccccc4N3)C2)no1, [(3R)-3-(1,1-dioxo-4H-1λ6,2,4-benzothiadiazin-3-yl)piperidin-1-yl]-(5-propyl-1,2-oxazol-3-yl)methanone
Cc1ccc(C2NC(=O)N(C)C3=C2C(=O)N(CCC(=O)NCC(C)C)C3)c(C)c1, 3-[4-(2,4-dimethylphenyl)-1-methyl-2,5-dioxo-4,7-dihydro-3H-pyrrolo[3,4-d]pyrimidin-6-yl]-N-(2-methylpropyl)propanamide
CC1CCN(c2cc(N3CCC[C@H](C)C3)nc(NC(=S)NCCN3CCOCC3)n2)CC1, 1-[4-[(3S)-3-methylpiperidin-1-yl]-6-(4-methylpiperidin-1-yl)pyrimidin-2-yl]-3-(2-morpholin-4-ylethyl)thiourea
COc1ccc(Cn2cnc3c2c(=O)n(CC(C)C)c(=O)n3-c2ccc(C)cc2C)cc1, 3-(2,4-dimethylphenyl)-7-[(4-methoxyphenyl)methyl]-1-(2-methylpropyl)purine-2,6-dione
CCOP(=O)(OCC)C1S(=O)(=O)N(c2ccccc2)CN(c2ccccc2)S1(=O)=O, 6-diethoxyphosphoryl-2,4-diphenyl-1,5,2,4-dithiadiazinane 1,1,5,5-tetraoxide
CC(C)CO[C@H](C)c1noc(CN(Cc2ccccc2O)[C@@H](C)c2ccccc2)n1, 2-[[[3-[(1R)-1-(2-methylpropoxy)ethyl]-1,2,4-oxadiazol-5-yl]methyl-[(1S)-1-phenylethyl]amino]methyl]phenol
C=CCn1c(=O)c2ccccc2n2c(SCC(=O)NCc3ccc(N4CCCC4)cc3)nnc12, 2-[(5-oxo-4-prop-2-enyl-[1,2,4]triazolo[4,3-a]quinazolin-1-yl)sulfanyl]-N-[(4-pyrrolidin-1-ylphenyl)methyl]acetamide
CC(C)c1ccc(CCNC(=O)COC(=O)Cn2c3ccccc3c(=O)c3ccccc32)cc1, [2-oxo-2-[2-(4-propan-2-ylphenyl)ethylamino]ethyl] 2-(9-oxoacridin-10-yl)acetate
CCCCCCCCCC(=O)Nc1cccc([C@@H]2SCC(=O)N2c2ccc(C)c(C)c2)c1, N-[3-[(2S)-3-(3,4-dimethylphenyl)-4-oxo-1,3-thiazolidin-2-yl]phenyl]decanamide
Cc1ccc(Sc2ccc(=O)n(-c3ccc(C(=O)Nc4cccc(Cl)c4)cc3)n2)cc1, N-(3-chlorophenyl)-4-[3-(4-methylphenyl)sulfanyl-6-oxopyridazin-1-yl]benzamide
CCN(CC)CCNC(=O)C(=O)NCC(c1cccnc1)N1CCN(c2ccc(OC)cc2)CC1, N-[2-(diethylamino)ethyl]-N'-[2-[4-(4-methoxyphenyl)piperazin-1-yl]-2-pyridin-3-ylethyl]oxamide
Cc1cc(C(F)F)n(CC(=O)N2CCCC[C@H]2c2ncc(Cc3ccccc3Cl)o2)n1, 1-[(2S)-2-[5-[(2-chlorophenyl)methyl]-1,3-oxazol-2-yl]piperidin-1-yl]-2-[5-(difluoromethyl)-3-methylpyrazol-1-yl]ethanone
CCC(=O)N1c2c(C)cc(C)cc2-c2nnc(SCC(C)C)nc2OC1c1cccc(C)c1, 1-[8,10-dimethyl-6-(3-methylphenyl)-3-(2-methylpropylsulfanyl)-6H-[1,2,4]triazino[5,6-d][3,1]benzoxazepin-7-yl]propan-1-one
Nc1nnc(SCc2ccccc2)n1CC(=O)Nc1ccc(S(=O)(=O)N2CCCCCC2)cc1, 2-(3-amino-5-benzylsulfanyl-1,2,4-triazol-4-yl)-N-[4-(azepan-1-ylsulfonyl)phenyl]acetamide
COc1ccccc1C(=O)N(CC1CC1)CC1CN(C(=O)c2ccc3c(c2)OCO3)CCO1, N-[[4-(1,3-benzodioxole-5-carbonyl)morpholin-2-yl]methyl]-N-(cyclopropylmethyl)-2-methoxybenzamide
